,url,title,bed,title2,location,badge,cancellation_policy,accommodates,amenity_Hướng nhìn đẹp mắt,amenity_Phòng tắm,amenity_Phòng ngủ và giặt ủi,amenity_Giải trí,amenity_Hệ thống sưởi và làm mát,amenity_An toàn nhà ở,amenity_Internet và văn phòng,amenity_Đồ dùng nấu bếp và ăn uống,amenity_Các đặc điểm về vị trí,amenity_Ngoài trời,amenity_Chỗ đỗ xe và cơ sở vật chất,amenity_Dịch vụ,amenity_Không bao gồm,price_per_night,prices_Phí vệ sinh,prices_Phí dịch vụ Airbnb,amenity_Gia đình,rating_Total,rating_Mức độ sạch sẽ,rating_Độ chính xác,rating_Nhận phòng,rating_Giao tiếp,rating_Vị trí,rating_Giá trị,prices_Giảm giá cho thời gian ở dài hạn,prices_Ưu đãi đặc biệt,amenity_Quyền riêng tư và an toàn,prices_Giảm giá cho khách đặt sớm
39,https://www.airbnb.com.vn/rooms/558531062133919487?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-12-10&check_out=2023-12-15&source_impression_id=p3_1702193993_IRF35eqIgonmlX2C&previous_page_section_name=1000,"Toàn bộ căn hộ tại Quận 7, Việt Nam",5 khách ·  · 2 phòng ngủ  ·  · 2 giường ·  · 2 phòng tắm,"Toàn bộ căn hộ chung cư cao cấp tại Phú Mỹ, Việt Nam","Phú Mỹ, Thành phố Hồ Chí Minh, Việt Nam",,Hoàn tiền một phần: Nhận tiền hoàn lại cho tất cả các đêm cách thời điểm bạn hủy 24 giờ trở lên. Không được hoàn tiền phí dịch vụ hoặc chi phí cho các đêm bạn đã ở.,Tối đa 5 khách,,"['Máy sấy tóc', 'Dầu gội đầu', 'Dầu xả', 'Nước nóng', 'Sữa tắm']","['Máy giặt', 'Bộ chăn ga gối', 'Mành chắn sáng cho phòng', 'Bàn là', 'Giá phơi quần áo', 'Nơi để quần áo: tủ quần áo']","['Kết nối Ethernet', 'TV', 'Thiết bị tập thể dục', 'Bàn bóng bàn', 'Bàn bi-da', 'Sách và ấn phẩm để đọc', 'Rạp chiếu phim']","['Điều hòa nhiệt độ', 'Hệ thống sưởi']","['Máy báo khói', 'Máy phát hiện khí CO', 'Bình chữa cháy']","['Wi-fi', 'Không gian riêng để làm việc']","['Bếp', 'Tủ lạnh Panasonic', 'Lò vi sóng', 'Đồ nấu ăn cơ bản', 'Bát đĩa và đồ bạc', 'Bếp từ Other', 'Ấm đun nước nóng', 'Ly uống rượu vang', 'Nồi cơm điện', 'Bàn ăn']",,"['Khu vực ăn uống ngoài trời', 'Lò nướng BBQ', 'Ghế tắm nắng']","['Bể bơi', 'Bồn tắm nước nóng', 'Thang máy', 'Phòng thể hình chung trong tòa nhà', 'Chỗ đỗ xe có thu phí trong khuôn viên']","['Cho phép ở dài hạn', 'Có dịch vụ dọn phòng 24 giờ, hằng ngày – có phụ phí']","['Không có: Camera an ninh trong nhà', 'Không có: Máy sấy quần áo', 'Không có: Tiện nghi thiết yếu']",$33,$4,$24,['Sân chơi ngoài trời'],,,,,,,,,-$41,,
40,https://www.airbnb.com.vn/rooms/47985302?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-12-10&check_out=2023-12-15&source_impression_id=p3_1702193993_eUVxwpOFnYRCjctF&previous_page_section_name=1000,Căn hộ đẹp với đầy đủ dịch vụ tại Phú Mỹ Hưng,2 khách ·  · 1 phòng ngủ  ·  · 1 phòng tắm đầy đủ và 1 phòng vệ sinh cơ bản riêng,"Toàn bộ căn hộ dịch vụ tại Quận 7, Việt Nam","Quận 7, Thành phố Hồ Chí Minh, Việt Nam","Được khách
yêu thích",Hoàn tiền một phần: Nhận lại 50% chi phí cho tất cả các đêm cách thời điểm bạn hủy 24 giờ trở lên. Không được hoàn tiền cho số đêm bạn đã ở hoặc phí dịch vụ.,Tối đa 2 khách,,"['Máy sấy tóc', 'Sản phẩm vệ sinh', 'Dầu gội đầu', 'Dầu xả', 'Xà phòng tắm', 'Nước nóng', 'Sữa tắm']","['Máy giặt phí Miễn phí – Trong toà nhà', 'Máy sấy phí Miễn phí – Trong toà nhà', 'Tiện nghi thiết yếu', 'Móc treo quần áo', 'Bộ chăn ga gối', 'Mành chắn sáng cho phòng', 'Bàn là', 'Két sắt', 'Màn chống muỗi', 'Nơi để quần áo: tủ quần áo và tủ đồ']","['Kết nối Ethernet', '42"" HDTV với Netflix, Amazon Prime Video, Apple TV, HBO Max, Chromecast, truyền hình cáp tiêu chuẩn']",['Điều hòa không khí – hệ thống hai cụm không ống gió'],"['Máy báo khói', 'Máy phát hiện khí CO', 'Bình chữa cháy', 'Bộ sơ cứu']","['Wi-fi', 'Không gian riêng để làm việc']","['Bếp', 'Tủ lạnh', 'Lò vi sóng', 'Đồ nấu ăn cơ bản', 'Bát đĩa và đồ bạc', 'Tủ lạnh mini', 'Bếp từ bằng thép không gỉ', 'Ấm đun nước nóng', 'Ly uống rượu vang', 'Nồi cơm điện', 'Thùng rác có chức năng nén rác', 'Bàn ăn']","['Lối vào riêng', 'Hiệu giặt ủi tự động gần đây']",['Sân hiên hoặc ban công riêng'],"['Miễn phí đỗ xe trên đường/phố', 'Thang máy', 'Thiết bị sạc xe điện', 'Phòng thể hình chung ở gần chỗ ở', 'Bãi đỗ xe có thu phí, ngoài khuôn viên']","['Cho phép thú cưng', 'Cho phép gửi hành lý', 'Cho phép ở dài hạn', 'Tự nhận phòng', 'Bàn phím']",['Không có: Hệ thống sưởi'],$27,,$19,['Chấn song cửa sổ'],,,,,,,,,,,
41,https://www.airbnb.com.vn/rooms/1028648637725705969?adults=1&category_tag=Tag%3A8678&children=0&enable_m3_private_room=true&infants=0&pets=0&photo_id=1789925061&check_in=2023-12-11&check_out=2023-12-16&source_impression_id=p3_1702193993_ZDiDyCwDXH5Rhmjg&previous_page_section_name=1000,Phòng khách và phòng ngủ riêng,2 phòng ngủ  ·  · 2 giường ·  · Phòng tắm khép kín,"Phòng tại Quận 7, Việt Nam","Quận 7, Thành phố Hồ Chí Minh, Việt Nam",,"Hủy miễn phí trước 15:00, 10 thg 12.",Tối đa 2 khách,,,['Máy giặt'],['TV'],['Điều hòa nhiệt độ'],,"['Wi-fi', 'Không gian riêng để làm việc']",['Bếp'],,,"['Bể bơi', 'Chỗ đỗ xe có thu phí trong khuôn viên']",,"['Không có: Camera an ninh trong nhà', 'Không có: Máy sấy quần áo', 'Không có: Tiện nghi thiết yếu', 'Không có: Hệ thống sưởi', 'Không có: Nước nóng']",$17,,$12,,1 đánh giá,,,,,,,,-$21,"['Khóa ở cửa phòng ngủ', 'Máy báo khói', 'Máy phát hiện khí CO', 'Bình chữa cháy', 'Bộ sơ cứu']",
42,https://www.airbnb.com.vn/rooms/857716300683513286?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-12-10&check_out=2023-12-15&source_impression_id=p3_1702193993_jMPx870xy4v5iGok&previous_page_section_name=1000,Phòng góc tầng 15 rộng rãi @SECC•Crescent Mall,8 khách ·  · 3 phòng ngủ  ·  · 3 giường ·  · 2 phòng tắm,"Toàn bộ căn hộ cho thuê tại Quận 7, Việt Nam","Quận 7, Thành phố Hồ Chí Minh, Việt Nam","Được khách
yêu thích",Đặt phòng/đặt chỗ này không được hoàn tiền.,Tối đa 8 khách,"['Hướng nhìn ra đường chân trời thành phố', 'Hướng nhìn ra sông', 'Hướng nhìn ra thung lũng']","['Bồn tắm', 'Máy sấy tóc', 'Sản phẩm vệ sinh', 'Dầu gội đầu Pantene/Sunsilk', 'Bồn cầu vệ sinh thông minh', 'Vòi sen tắm ngoài trời', 'Nước nóng', 'Sữa tắm']","['Máy giặt phí Miễn phí – Trong căn hộ', 'Tiện nghi thiết yếu', 'Móc treo quần áo', 'Bộ chăn ga gối', 'Thêm chăn gối', 'Mành chắn sáng cho phòng', 'Bàn là', 'Giá phơi quần áo', 'Màn chống muỗi', 'Nơi để quần áo: tủ quần áo và tủ ngăn kéo']","['Kết nối Ethernet', '50"" HDTV với Netflix', 'Thiết bị tập thể dục: máy tập toàn thân, tạ tay, máy tập đạp xe, máy chạy bộ, thảm yoga']","['Hệ thống điều hòa trung tâm', 'Quạt cầm tay', 'Hệ thống sưởi trung tâm']","['Máy báo khói', 'Máy phát hiện khí CO', 'Bình chữa cháy', 'Bộ sơ cứu']","['Wi-fi', 'Không gian riêng để làm việc', 'Bộ phát Wi-fi bỏ túi']","['Bếp', 'Tủ lạnh LG', 'Lò vi sóng', 'Đồ nấu ăn cơ bản', 'Bát đĩa và đồ bạc', 'Tủ đông', 'Bếp gas Other', 'Ấm đun nước nóng', 'Máy pha cà phê: bình pha cà phê kiểu pháp French Press', 'Ly uống rượu vang', 'Máy nướng bánh mỳ', 'Máy xay sinh tố', 'Nồi cơm điện', 'Bàn ăn', 'Cà phê']","['Ven sông/hồ/biển', 'Lối vào riêng', 'Hiệu giặt ủi tự động gần đây']","['Sân hiên hoặc ban công riêng', 'Sân sau chung – Có hàng rào kín', 'Nội thất ngoài trời', 'Khu vực ăn uống ngoài trời', 'Xe đạp', 'Ghế tắm nắng']","['Miễn phí đỗ xe trên đường/phố', 'Bể bơi Chung ngoài trời – có sẵn hoặc phục vụ quanh năm, mở cửa theo giờ giấc cụ thể, vô cực', 'Thang máy', 'Thiết bị sạc xe điện', 'Phòng thể hình chung trong tòa nhà', 'Bãi đỗ xe có thu phí, ngoài khuôn viên', 'Bãi đỗ xe có thu phí, trong khuôn viên – 2 chỗ', 'Nhà một tầng']","['Cho phép thú cưng', 'Cho phép gửi hành lý', 'Cho phép hút thuốc', 'Cho phép ở dài hạn', 'Tự nhận phòng', 'Hộp khóa', 'Có dịch vụ dọn vệ sinh trong thời gian ở']","['Không có: Camera an ninh trong nhà', 'Không có: Máy sấy quần áo']",$55,,$39,"['Chấn song cửa sổ', 'Đồ bịt ổ điện', 'Sân chơi ngoài trời']",,,,,,,,,-$47,,
43,https://www.airbnb.com.vn/rooms/762998778743772119?adults=1&category_tag=Tag%3A8678&children=0&enable_m3_private_room=true&infants=0&pets=0&photo_id=1530005409&check_in=2023-12-10&check_out=2023-12-15&source_impression_id=p3_1702193993_V0f6Jal1yvVHZoEj&previous_page_section_name=1000,Mây 6 - Căn hộ một phòng ngủ,1 giường ·  · Phòng vệ sinh chung,"Phòng tại Quận 7, Việt Nam","Quận 7, Thành phố Hồ Chí Minh, Việt Nam","Được khách
yêu thích",Hoàn tiền một phần: Nhận lại 50% chi phí cho tất cả các đêm cách thời điểm bạn hủy 24 giờ trở lên. Không được hoàn tiền cho số đêm bạn đã ở hoặc phí dịch vụ.,Tối đa 3 khách,,,"['Máy sấy phí Miễn phí – Trong căn hộ', 'Bàn là']",['TV'],['Điều hòa nhiệt độ'],,['Wi-fi'],"['Bếp', 'Tủ lạnh', 'Đồ nấu ăn cơ bản', 'Bát đĩa và đồ bạc']",,['Sân hoặc ban công'],['Chỗ đỗ xe miễn phí tại nơi ở'],,"['Không có: Camera an ninh trong nhà', 'Không có: Máy giặt', 'Không có: Tiện nghi thiết yếu', 'Không có: Máy phát hiện khí CO', 'Không có: Hệ thống sưởi', 'Không có: Nước nóng']",$34,,$24,,,,,,,,,,,"['Khóa ở cửa phòng ngủ', 'Máy báo khói', 'Bình chữa cháy']",
44,https://www.airbnb.com.vn/rooms/891596121993811775?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-12-10&check_out=2023-12-15&source_impression_id=p3_1702193993_tOiIuzupq%2BNnq58%2B&previous_page_section_name=1000,Sky89Luxury RiverView_Phòng xông hơi khô_Hồ bơi,4 khách ·  · 2 phòng ngủ  ·  · 2 giường ·  · 2 phòng tắm,"Toàn bộ căn hộ cho thuê tại Quận 7, Việt Nam","Quận 7, Thành phố Hồ Chí Minh, Việt Nam","Được khách
yêu thích",Hoàn tiền một phần: Nhận tiền hoàn lại cho tất cả các đêm cách thời điểm bạn hủy 24 giờ trở lên. Không được hoàn tiền phí dịch vụ hoặc chi phí cho các đêm bạn đã ở.,Tối đa 4 khách,,,,,,,,,,,,,,$38,,$27,,,,,,,,,,,,
45,https://www.airbnb.com.vn/rooms/762984779836156765?adults=1&category_tag=Tag%3A8678&children=0&enable_m3_private_room=true&infants=0&pets=0&photo_id=1529990513&check_in=2024-02-17&check_out=2024-02-22&source_impression_id=p3_1702193993_uIMOfZ2gb6XWwuP%2F&previous_page_section_name=1000,Mây 5 - Căn hộ một phòng ngủ,,,"Quận 7, Thành phố Hồ Chí Minh, Việt Nam",,Hủy miễn phí trước 12 thg 2.,Tối đa 3 khách,,,['Bàn là'],['TV'],['Điều hòa nhiệt độ'],,['Wi-fi'],"['Bếp', 'Tủ lạnh', 'Đồ nấu ăn cơ bản', 'Bát đĩa và đồ bạc']",,['Sân hoặc ban công'],['Chỗ đỗ xe miễn phí tại nơi ở'],,"['Không có: Camera an ninh trong nhà', 'Không có: Máy giặt', 'Không có: Máy sấy quần áo', 'Không có: Tiện nghi thiết yếu', 'Không có: Máy phát hiện khí CO', 'Không có: Hệ thống sưởi', 'Không có: Nước nóng']",$34,,$24,,"4,78 · 9 đánh giá",,,,,,,,,"['Khóa ở cửa phòng ngủ', 'Máy báo khói', 'Bình chữa cháy']",
46,https://www.airbnb.com.vn/rooms/763007039046658517?adults=1&category_tag=Tag%3A8678&children=0&enable_m3_private_room=true&infants=0&pets=0&photo_id=1530707798&check_in=2024-01-06&check_out=2024-01-11&source_impression_id=p3_1702193993_w38%2FYB%2B61E%2Fb5yW%2B&previous_page_section_name=1000,Mây 1 - Studio vườn đầy đủ tiện nghi có bếp,1 giường ·  · Phòng vệ sinh chung,"Phòng tại Quận 7, Việt Nam","Quận 7, Thành phố Hồ Chí Minh, Việt Nam",,Hủy miễn phí trước 1 thg 1.,Tối đa 2 khách,,"['Bồn tắm', 'Máy sấy tóc', 'Sản phẩm vệ sinh', 'Dầu gội đầu', 'Dầu xả', 'Xà phòng tắm', 'Nước nóng', 'Sữa tắm']","['Máy giặt phí Miễn phí – Trong toà nhà', 'Máy sấy phí Miễn phí – Trong toà nhà', 'Tiện nghi thiết yếu', 'Móc treo quần áo', 'Bộ chăn ga gối', 'Bàn là', 'Giá phơi quần áo', 'Màn chống muỗi', 'Nơi để quần áo: phòng thay đồ']",['TV'],['Điều hòa nhiệt độ'],,"['Wi-fi', 'Không gian riêng để làm việc']","['Bếp', 'Đồ nấu ăn cơ bản', 'Bát đĩa và đồ bạc']",,,"['Chỗ đỗ xe miễn phí tại nơi ở', 'Bồn tắm nước nóng riêng – có sẵn hoặc phục vụ quanh năm']",,"['Không có: Camera an ninh trong nhà', 'Không có: Máy báo khói', 'Không có: Máy phát hiện khí CO', 'Không có: Hệ thống sưởi']",$29,,$20,,"4,83 · 29 đánh giá","4,6","4,9","4,8","5,0","4,8","4,8",,,"['Khóa ở cửa phòng ngủ', 'Bình chữa cháy']",
47,https://www.airbnb.com.vn/rooms/662187017795969411?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-12-10&check_out=2023-12-15&source_impression_id=p3_1702193993_yu%2BSbsu%2Bcob1rjXk&previous_page_section_name=1000,River Panorama Toàn Căn Hộ Quận 7,5 khách ·  · 2 phòng ngủ  ·  · 3 giường ·  · 1 phòng tắm đầy đủ và 1 phòng vệ sinh cơ bản riêng,"Toàn bộ căn hộ chung cư cao cấp tại Quận 7, Việt Nam","Quận 7, Thành phố Hồ Chí Minh, Việt Nam",,Hoàn tiền một phần: Nhận tiền hoàn lại cho tất cả các đêm cách thời điểm bạn hủy 24 giờ trở lên. Không được hoàn tiền phí dịch vụ hoặc chi phí cho các đêm bạn đã ở.,Tối đa 5 khách,,"['Máy sấy tóc', 'Sản phẩm vệ sinh', 'Dầu gội đầu', 'Xà phòng tắm', 'Vòi sen tắm ngoài trời', 'Nước nóng']","['Máy giặt', 'Tiện nghi thiết yếu', 'Móc treo quần áo', 'Bộ chăn ga gối', 'Mành chắn sáng cho phòng', 'Bàn là', 'Giá phơi quần áo']","['TV', 'Thiết bị tập thể dục']",['Điều hòa nhiệt độ'],"['Camera an ninh trong nhà', 'Máy báo khói', 'Máy phát hiện khí CO', 'Bình chữa cháy']","['Wi-fi', 'Không gian riêng để làm việc']","['Bếp', 'Tủ lạnh', 'Đồ nấu ăn cơ bản', 'Bếp điện', 'Nồi cơm điện']",,['Lò nướng BBQ'],"['Bể bơi', 'Phòng xông hơi chung', 'Thang máy', 'Chỗ đỗ xe có thu phí trong khuôn viên']",,"['Không có: Máy sấy quần áo', 'Không có: Hệ thống sưởi']",$34,$6,$25,,"4,15 · 20 đánh giá","4,3","4,2","4,2","4,6","4,2","4,2",,,,
48,https://www.airbnb.com.vn/rooms/762977365596395420?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-12-11&check_out=2023-12-16&source_impression_id=p3_1702193993_bt7aBvjEW23tcHYO&previous_page_section_name=1000,Mây 4- Căn hộ studio đầy đủ tiện nghi có bếp,2 khách ·  · 1 phòng ngủ  ·  · 1 giường ·  · 1 phòng tắm,,"Quận 7, Thành phố Hồ Chí Minh, Việt Nam",,Bạn được hoàn tiền một phần nếu hủy trước khi nhận phòng lúc 11 thg 12.,Tối đa 2 khách,,"['Bồn tắm', 'Máy sấy tóc', 'Sản phẩm vệ sinh', 'Dầu gội đầu', 'Dầu xả', 'Xà phòng tắm', 'Nước nóng', 'Sữa tắm']","['Máy giặt phí Miễn phí – Trong toà nhà', 'Máy sấy phí Miễn phí – Trong toà nhà', 'Tiện nghi thiết yếu', 'Móc treo quần áo', 'Bộ chăn ga gối', 'Mành chắn sáng cho phòng', 'Bàn là', 'Giá phơi quần áo', 'Màn chống muỗi', 'Nơi để quần áo']",['TV'],['Điều hòa nhiệt độ'],"['Camera an ninh trong nhà', 'Bình chữa cháy']","['Wi-fi', 'Không gian riêng để làm việc']","['Bếp', 'Đồ nấu ăn cơ bản', 'Bát đĩa và đồ bạc']",,,"['Chỗ đỗ xe miễn phí tại nơi ở', 'Bồn tắm nước nóng riêng – có sẵn hoặc phục vụ quanh năm, mở cửa 24 giờ']",,"['Không có: Máy báo khói', 'Không có: Máy phát hiện khí CO', 'Không có: Hệ thống sưởi']",$27,,$19,,"4,33 · 15 đánh giá",,,,,,,,,,
49,https://www.airbnb.com.vn/rooms/1038712458816105572?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-12-16&check_out=2023-12-21&source_impression_id=p3_1702193993_CL%2FowT0ZC2Hh6eCC&previous_page_section_name=1000,Căn hộ ấm cúng ở trung tâm Quận 7,2 khách ·  · 1 phòng ngủ  ·  · 1 giường ·  · 1 phòng tắm,"Toàn bộ căn hộ cho thuê tại Quận 7, Việt Nam","Quận 7, Thành phố Hồ Chí Minh, Việt Nam",,Đặt phòng/đặt chỗ này không được hoàn tiền.,Tối đa 2 khách,['Hướng nhìn ra hồ bơi'],"['Máy sấy tóc', 'Sản phẩm vệ sinh', 'Dầu gội đầu', 'Dầu xả', 'Xà phòng tắm', 'Nước nóng', 'Sữa tắm']","['Máy giặt', 'Bàn là']",['Hệ thống âm thanh'],['Điều hòa nhiệt độ'],"['Máy báo khói', 'Bình chữa cháy']","['Wi-fi', 'Không gian riêng để làm việc']",['Bếp'],,"['Khu vực ăn uống ngoài trời', 'Ghế tắm nắng']","['Chỗ đỗ xe miễn phí tại nơi ở', 'Bể bơi', 'Chỗ đỗ xe có thu phí trong khuôn viên']","['Cho phép thú cưng', 'Tự nhận phòng', 'Bàn phím']","['Không có: Camera an ninh trong nhà', 'Không có: TV', 'Không có: Máy sấy quần áo', 'Không có: Tiện nghi thiết yếu', 'Không có: Máy phát hiện khí CO', 'Không có: Hệ thống sưởi']",$29,$6,$22,,,,,,,,,,-$37,,
50,https://www.airbnb.com.vn/rooms/899683550307794595?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-12-13&check_out=2023-12-18&source_impression_id=p3_1702193993_Z10cXz%2FdqFk8IVR%2F&previous_page_section_name=1000,"1BR - trong danh lam thắng cảnh thung lũng Phòng tập miễn phí,Hồ bơi",3 khách ·  · 1 phòng ngủ  ·  · 1 giường ·  · 1 phòng tắm,"Toàn bộ căn hộ cho thuê tại Quận 7, Việt Nam","Quận 7, Thành phố Hồ Chí Minh, Việt Nam","Được khách
yêu thích",Hủy miễn phí trước 12 thg 12.,Tối đa 3 khách,,"['Máy sấy tóc', 'Dầu gội đầu', 'Vòi sen tắm ngoài trời', 'Nước nóng']","['Máy giặt', 'Máy sấy quần áo', 'Tiện nghi thiết yếu', 'Móc treo quần áo', 'Bàn là']","['TV', 'Thiết bị tập thể dục']",['Điều hòa nhiệt độ'],"['Camera an ninh trong nhà', 'Máy báo khói', 'Bình chữa cháy', 'Bộ sơ cứu']","['Wi-fi', 'Không gian riêng để làm việc']","['Bếp', 'Đồ nấu ăn cơ bản']",['Lối ra hồ'],['Khu vực ăn uống ngoài trời'],"['Chỗ đỗ xe miễn phí tại nơi ở', 'Bể bơi', 'Chỗ đỗ xe có thu phí trong khuôn viên']","['Cho phép thú cưng', 'Cho phép gửi hành lý', 'Cho phép hút thuốc', 'Cho phép ở dài hạn', 'Tự nhận phòng', 'Hộp khóa']","['Không có: Máy phát hiện khí CO', 'Không có: Hệ thống sưởi']",$41,,,['Sách và đồ chơi trẻ em'],,,,,,,,,,,
51,https://www.airbnb.com.vn/rooms/946102829846997167?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-12-18&check_out=2023-12-23&source_impression_id=p3_1702193993_ptLfWWb4%2BpHTusJP&previous_page_section_name=1000,Studio đầy ĐỦ nội thất Sunrises hướng thành phố,3 khách ·  · 1 phòng ngủ  ·  · 1 giường ·  · 1 phòng tắm,"Toàn bộ căn hộ cho thuê tại Quận 7, Việt Nam","Quận 7, Thành phố Hồ Chí Minh, Việt Nam",,Hủy miễn phí trước 17 thg 12.,Tối đa 3 khách,,"['Máy sấy tóc', 'Sản phẩm vệ sinh', 'Dầu gội đầu', 'Nước nóng', 'Sữa tắm']","['Máy giặt', 'Tiện nghi thiết yếu', 'Móc treo quần áo', 'Bộ chăn ga gối', 'Thêm chăn gối', 'Bàn là', 'Giá phơi quần áo', 'Nơi để quần áo: tủ quần áo']","['HDTV với Netflix', 'Thiết bị tập thể dục']",['Điều hòa nhiệt độ'],"['Máy báo khói', 'Bình chữa cháy']",['Wi-fi'],"['Bếp', 'Tủ lạnh', 'Lò vi sóng', 'Đồ nấu ăn cơ bản', 'Bát đĩa và đồ bạc', 'Bếp điện', 'Ấm đun nước nóng', 'Nồi cơm điện', 'Bàn ăn']",,"['Sân hiên hoặc ban công riêng', 'Khu vực ăn uống ngoài trời', 'Lò nướng BBQ']","['Bể bơi', 'Thang máy', 'Phòng thể hình chung trong tòa nhà', 'Chỗ đỗ xe có thu phí trong khuôn viên']","['Cho phép gửi hành lý', 'Cho phép ở dài hạn']","['Không có: Camera an ninh trong nhà', 'Không có: Máy sấy quần áo', 'Không có: Máy phát hiện khí CO', 'Không có: Hệ thống sưởi']",$33,$6,$24,['Sân chơi ngoài trời'],,,,,,,,,,,
52,https://www.airbnb.com.vn/rooms/690797863543148705?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-12-10&check_out=2023-12-15&source_impression_id=p3_1702193993_f2IFXvfiarIpa7rT&previous_page_section_name=1000,Ban công riêng - Khu dân cư sang trọng - PMH,2 khách ·  · 1 phòng ngủ  ·  · 1 giường ·  · 1 phòng tắm riêng,"Phòng riêng tại căn hộ dịch vụ tại Quận 7, Việt Nam","Quận 7, Thành phố Hồ Chí Minh, Việt Nam",,Bạn được hoàn tiền một phần nếu hủy trước khi nhận phòng lúc 10 thg 12.,Tối đa 2 khách,,,,,,,,,,,,,,$38,,$27,,"4,56 · 9 đánh giá","4,6","4,9","5,0","5,0","4,9","4,2",,,,
53,https://www.airbnb.com.vn/rooms/920670188225244518?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-12-10&check_out=2023-12-15&source_impression_id=p3_1702193993_WLbMqSQaEs3xDMIY&previous_page_section_name=1000,2BR/Full Apt Phu My Hung Dist7 Pool&Gym 5’ to SECC,4 khách ·  · 2 phòng ngủ  ·  · 2 giường ·  · 2 phòng tắm,"Toàn bộ căn hộ cho thuê tại Quận 7, Việt Nam","Quận 7, Thành phố Hồ Chí Minh, Việt Nam","Được khách
yêu thích",Đặt phòng/đặt chỗ này không được hoàn tiền.,Tối đa 4 khách,,"['Máy sấy tóc', 'Sản phẩm vệ sinh', 'Dầu gội đầu', 'Xà phòng tắm', 'Nước nóng', 'Sữa tắm']","['Máy giặt', 'Tiện nghi thiết yếu', 'Nơi để quần áo: tủ quần áo']","['TV', 'Thiết bị tập thể dục']",['Điều hòa nhiệt độ'],"['Máy báo khói', 'Máy phát hiện khí CO', 'Bình chữa cháy']","['Wi-fi', 'Không gian riêng để làm việc']","['Bếp', 'Tủ lạnh', 'Lò vi sóng', 'Đồ nấu ăn cơ bản', 'Bát đĩa và đồ bạc']",,"['Bếp đốt lửa trại', 'Lò nướng BBQ']","['Đỗ xe miễn phí trên đường vào nhà, trong khuôn viên', 'Hồ bơi Chung', 'Thang máy', 'Phòng thể hình chung trong tòa nhà', 'Nhà để xe có thu phí, trong khuôn viên', 'Nhà một tầng']","['Cho phép ở dài hạn', 'Tự nhận phòng', 'Bàn phím']","['Không có: Camera an ninh trong nhà', 'Không có: Máy sấy quần áo', 'Không có: Hệ thống sưởi']",$47,$12,$35,"['Phòng chơi cho trẻ em', 'Sân chơi ngoài trời']",,,,,,,,,,,
54,https://www.airbnb.com.vn/rooms/1041244491872979616?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-12-17&check_out=2023-12-22&source_impression_id=p3_1702193995_Mtu588fuJN2kZtFY&previous_page_section_name=1000,Dream Homes dành cho bạn* Lavida+,2 khách ·  · Phòng studio ·  · 1 giường ·  · 1 phòng tắm,"Toàn bộ căn hộ cho thuê tại Quận 7, Việt Nam","Quận 7, Thành phố Hồ Chí Minh, Việt Nam",,Bạn được hoàn tiền một phần nếu hủy trước 10 thg 12.,Tối đa 2 khách,['Hướng nhìn ra đường chân trời thành phố'],"['Máy sấy tóc', 'Sản phẩm vệ sinh', 'Dầu gội đầu', 'Dầu xả', 'Xà phòng tắm', 'Nước nóng', 'Sữa tắm']","['Máy giặt', 'Tiện nghi thiết yếu', 'Móc treo quần áo', 'Mành chắn sáng cho phòng', 'Bàn là', 'Giá phơi quần áo', 'Nơi để quần áo: tủ quần áo']","['TV', 'Rạp chiếu phim']",['Điều hòa nhiệt độ'],"['Máy báo khói', 'Bình chữa cháy']","['Wi-fi', 'Không gian riêng để làm việc']","['Bếp', 'Tủ lạnh', 'Lò vi sóng', 'Đồ nấu ăn cơ bản', 'Bát đĩa và đồ bạc', 'Tủ đông', 'Bếp điện', 'Bàn ăn']",['Lối ra hồ'],"['Khu vực ăn uống ngoài trời', 'Lò nướng BBQ']","['Bể bơi', 'Chỗ đỗ xe có thu phí trong khuôn viên']","['Cho phép ở dài hạn', 'Tự nhận phòng', 'Bàn phím']","['Không có: Camera an ninh trong nhà', 'Không có: Máy sấy quần áo', 'Không có: Máy phát hiện khí CO', 'Không có: Hệ thống sưởi']",$30,$6,$22,,,,,,,,,,,,
