,url,title,bed,title2,location,badge,cancellation_policy,accommodates,amenity_Hướng nhìn đẹp mắt,amenity_Phòng tắm,amenity_Phòng ngủ và giặt ủi,amenity_Giải trí,amenity_Gia đình,amenity_Hệ thống sưởi và làm mát,amenity_An toàn nhà ở,amenity_Internet và văn phòng,amenity_Đồ dùng nấu bếp và ăn uống,amenity_Các đặc điểm về vị trí,amenity_Ngoài trời,amenity_Chỗ đỗ xe và cơ sở vật chất,amenity_Dịch vụ,amenity_Không bao gồm,price_per_night,prices_Phí dịch vụ Airbnb,rating_Total,prices_Ưu đãi đặc biệt,prices_Phí vệ sinh,rating_Mức độ sạch sẽ,rating_Độ chính xác,rating_Nhận phòng,rating_Giao tiếp,rating_Vị trí,rating_Giá trị,prices_Giảm giá cho thời gian ở dài hạn,amenity_Quyền riêng tư và an toàn,prices_Giảm giá cho khách đặt sớm,rooms_split,cnt_guests,cnt_bedrooms,cnt_beds,cnt_baths,total_rating,total_reviews,room_type
257,https://www.airbnb.com.vn/rooms/990302051581116765?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-12-10&check_out=2023-12-15&source_impression_id=p3_1702187496_6WoiU%2FAwDMQ9m5Uc&previous_page_section_name=1000,Căn HỘ ấm cúng với ban công lớn ở BÌNH THẠNH,2 khách ·  · 1 phòng ngủ  ·  · 1 giường ·  · 1 phòng tắm riêng,Căn HỘ ấm cúng với ban công lớn ở BÌNH THẠNH,"Phường 25, Thành phố Hồ Chí Minh, Việt Nam",,part,2.0,,"['Máy sấy tóc', 'Sản phẩm vệ sinh']","['Máy giặt', 'Máy sấy phí Miễn phí – Trong toà nhà', 'Tiện nghi thiết yếu']",['TV'],,['Điều hòa nhiệt độ'],['Camera an ninh trong nhà'],"['Wi-fi', 'Không gian riêng để làm việc']","['Bếp', 'Đồ nấu ăn cơ bản', 'Bát đĩa và đồ bạc']",,,['Chỗ đỗ xe miễn phí tại nơi ở'],"['Tự nhận phòng', 'Khóa thông minh']","['Không có: Máy báo khói', 'Không có: Máy phát hiện khí CO', 'Không có: Hệ thống sưởi', 'Không có: Nước nóng']",23.0,16,2 đánh giá,0,0,,,,,,,0,,,"['2 khách', '1 phòng ngủ\xa0', '1 giường', '1 phòng tắm riêng']",2.0,1.0,1.0,1.0,,,căn hộ
258,https://www.airbnb.com.vn/rooms/823138804418235471?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-12-27&check_out=2024-01-01&source_impression_id=p3_1702187496_sPEep1lvA4sVFFXv&previous_page_section_name=1000,Saigon - Vinhomes Studio Apartment nhìn ra thành phố,2 khách ·  · 1 phòng ngủ  ·  · 1 giường ·  · 1 phòng tắm đầy đủ và 1 phòng vệ sinh cơ bản riêng,Saigon - Vinhomes Studio Apartment nhìn ra thành phố,"Thủ Đức, Thành phố Hồ Chí Minh, Việt Nam",,free,2.0,['Hướng nhìn ra đường chân trời thành phố'],"['Máy sấy tóc', 'Sản phẩm vệ sinh', 'Dầu gội đầu', 'Xà phòng tắm', 'Bồn cầu vệ sinh thông minh', 'Vòi sen tắm ngoài trời', 'Nước nóng', 'Sữa tắm']","['Máy giặt', 'Tiện nghi thiết yếu', 'Móc treo quần áo', 'Bộ chăn ga gối', 'Thêm chăn gối', 'Mành chắn sáng cho phòng', 'Bàn là', 'Giá phơi quần áo', 'Nơi để quần áo: tủ quần áo']","['Kết nối Ethernet', '55"" HDTV với Netflix, truyền hình cáp tiêu chuẩn', 'Hệ thống âm thanh Bluetooth', 'Thiết bị tập thể dục', 'Bàn bóng bàn', 'Bàn bi-da', 'Sách và ấn phẩm để đọc']","['Chấn song cửa sổ', 'Đồ bịt ổ điện', 'Các trò chơi với bảng/bàn cờ', 'Rào chắn an toàn cho em bé', 'Miếng bịt góc bàn', 'Sân chơi ngoài trời']",['Điều hòa nhiệt độ'],"['Máy báo khói', 'Máy phát hiện khí CO', 'Bình chữa cháy', 'Bộ sơ cứu']","['Wi-fi', 'Không gian riêng để làm việc']","['Bếp', 'Tủ lạnh', 'Lò vi sóng', 'Đồ nấu ăn cơ bản', 'Bát đĩa và đồ bạc', 'Tủ lạnh mini', 'Tủ đông', 'Bếp điện', 'Ấm đun nước nóng', 'Ly uống rượu vang', 'Nồi cơm điện', 'Đồ dùng nướng thịt ngoài trời', 'Bàn ăn']","['Ven sông/hồ/biển', 'Lối ra bãi biển', 'Lối ra hồ', 'Hiệu giặt ủi tự động gần đây', 'Được vào khu nghỉ dưỡng, miễn phí']","['Sân hiên hoặc ban công riêng', 'Sân sau chung', 'Bếp đốt lửa trại', 'Nội thất ngoài trời', 'Khu vực ăn uống ngoài trời', 'Lò nướng BBQ', 'Tiện nghi khi đi tắm biển', 'Thuyền Kayak', 'Ghế tắm nắng']","['Chỗ đỗ xe miễn phí tại nơi ở', 'Miễn phí đỗ xe trên đường/phố', 'Bể bơi Chung ngoài trời – mở cửa theo giờ giấc cụ thể', 'Thang máy', 'Thiết bị sạc xe điện', 'Phòng thể hình chung ở gần chỗ ở', 'Bãi đỗ xe có thu phí, ngoài khuôn viên', 'Chỗ đỗ xe có thu phí trong khuôn viên', 'Nhà một tầng']","['Cho phép hút thuốc', 'Cho phép ở dài hạn', 'Có dịch vụ dọn vệ sinh trong thời gian ở', 'Chủ nhà chào đón bạn']","['Không có: Camera an ninh trong nhà', 'Không có: Máy sấy quần áo', 'Không có: Hệ thống sưởi']",20.0,14,"4,91 · 11 đánh giá",0,0,,,,,,,18,,,"['2 khách', '1 phòng ngủ\xa0', '1 giường', '1 phòng tắm đầy đủ và 1 phòng vệ sinh cơ bản riêng']",2.0,1.0,1.0,1.0,4.91,11,khác
259,https://www.airbnb.com.vn/rooms/599446172429932742?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-12-12&check_out=2023-12-17&source_impression_id=p3_1702187496_ZZXw1c56%2FLkmGRBt&previous_page_section_name=1000,"Vinhomes Central Park, Tòa nhà 1 giường Central 3",2 khách ·  · 1 phòng ngủ  ·  · 1 giường ·  · 1 phòng tắm,"Toàn bộ căn hộ cho thuê tại Bình Thạnh, Việt Nam","Bình Thạnh, Thành phố Hồ Chí Minh, Việt Nam",,part,2.0,['Hướng nhìn ra đường chân trời thành phố'],"['Máy sấy tóc', 'Sản phẩm vệ sinh']","['Máy giặt', 'Bàn là']",['TV'],,['Điều hòa nhiệt độ'],"['Máy báo khói', 'Máy phát hiện khí CO']",['Wi-fi'],"['Bếp', 'Đồ nấu ăn cơ bản']",,['Khu vực ăn uống ngoài trời'],,"['Tự nhận phòng', 'Bàn phím']","['Không có: Camera an ninh trong nhà', 'Không có: Máy sấy quần áo', 'Không có: Tiện nghi thiết yếu', 'Không có: Hệ thống sưởi', 'Không có: Nước nóng']",39.0,27,"4,49 · 45 đánh giá",10,0,"4,3","4,5","4,6","4,6","4,7","4,4",0,,,"['2 khách', '1 phòng ngủ\xa0', '1 giường', '1 phòng tắm']",2.0,1.0,1.0,1.0,4.49,45,căn hộ
260,https://www.airbnb.com.vn/rooms/8770866?adults=1&category_tag=Tag%3A8678&children=0&enable_m3_private_room=true&infants=0&pets=0&photo_id=560084721&check_in=2023-12-10&check_out=2023-12-15&source_impression_id=p3_1702187496_D0mgu0gbb%2FZbz96Z&previous_page_section_name=1000,Phòng trong Trung tâm,1 giường queen ·  · Phòng tắm khép kín,"Phòng tại Thành phố Hồ Chí Minh, Việt Nam","Thành phố Hồ Chí Minh, Ho Chi Minh, Việt Nam",,part,2.0,,"['Dầu gội đầu', 'Nước nóng']","['Tiện nghi thiết yếu', 'Móc treo quần áo']",['TV với truyền hình cáp tiêu chuẩn'],['Ghế ăn cho bé'],['Điều hòa nhiệt độ'],,"['Wi-fi', 'Không gian riêng để làm việc']","['Bếp', 'Tủ lạnh', 'Lò vi sóng', 'Đồ nấu ăn cơ bản', 'Bát đĩa và đồ bạc', 'Máy rửa chén bát', 'Bếp', 'Lò nướng', 'Máy pha cà phê']",['Lối vào riêng'],['Sân hoặc ban công'],"['Chỗ đỗ xe miễn phí tại nơi ở', 'Hồ bơi Riêng', 'Phòng tập thể hình', 'Chỗ đỗ xe có thu phí trong khuôn viên']","['Cho phép gửi hành lý', 'Bữa sáng', 'Cho phép hút thuốc', 'Cho phép ở dài hạn']","['Không có: Máy giặt', 'Không có: Máy sấy quần áo', 'Không có: Máy báo khói', 'Không có: Máy phát hiện khí CO', 'Không có: Hệ thống sưởi']",14.0,11,"4,66 · 29 đánh giá",0,5,"4,7","4,5","4,6","4,8","4,5","4,7",0,"['Khóa ở cửa phòng ngủ', 'Bình chữa cháy', 'Bộ sơ cứu']",,"['1 giường queen', 'Phòng tắm khép kín']",1.0,,,,4.66,29,phòng
261,https://www.airbnb.com.vn/rooms/1012233887699944866?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-12-10&check_out=2023-12-15&source_impression_id=p3_1702187496_ij2Aaef1jCcboqyW&previous_page_section_name=1000,Căn hộ cao cấp 1 phòng ngủ VHGP,4 khách ·  · 1 phòng ngủ  ·  · 1 giường ·  · 1 phòng tắm,"Toàn bộ căn hộ cho thuê tại Thủ Đức, Việt Nam","Thủ Đức, Thành phố Hồ Chí Minh, Việt Nam",,part,4.0,['Hướng nhìn ra công viên'],"['Máy sấy tóc', 'Sản phẩm vệ sinh', 'Dầu gội đầu', 'Dầu xả', 'Xà phòng tắm', 'Nước nóng', 'Sữa tắm']","['Máy giặt phí Miễn phí – Trong căn hộ', 'Máy sấy phí Miễn phí – Trong căn hộ', 'Tiện nghi thiết yếu', 'Móc treo quần áo', 'Bộ chăn ga gối', 'Bàn là', 'Giá phơi quần áo']","['HDTV với truyền hình cáp cao cấp', 'Thiết bị tập thể dục']",,['Hệ thống điều hòa trung tâm'],"['Camera an ninh trong nhà', 'Máy báo khói', 'Máy phát hiện khí CO', 'Bình chữa cháy', 'Bộ sơ cứu']","['Wi-fi', 'Không gian riêng để làm việc']","['Bếp', 'Tủ lạnh Toshiba', 'Đồ nấu ăn cơ bản', 'Bát đĩa và đồ bạc', 'Bếp từ', 'Nồi cơm điện']",['Lối vào riêng'],['Lò nướng BBQ'],"['Bể bơi Chung ngoài trời – có sẵn hoặc phục vụ quanh năm, mở cửa theo giờ giấc cụ thể, vô cực']",['Chủ nhà chào đón bạn'],['Không có: Hệ thống sưởi'],26.0,18,,32,0,,,,,,,0,,,"['4 khách', '1 phòng ngủ\xa0', '1 giường', '1 phòng tắm']",4.0,1.0,1.0,1.0,,,căn hộ
262,https://www.airbnb.com.vn/rooms/722038533112578822?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-12-11&check_out=2023-12-16&source_impression_id=p3_1702187496_vEhR3AaiYfpUh2cD&previous_page_section_name=1000,〽️2Br Gorgeous Views-River&Revenue in *NewCity*D2,4 khách ·  · 2 phòng ngủ  ·  · 2 giường ·  · 2 phòng tắm,"Toàn bộ căn hộ chung cư cao cấp tại Thành phố Hồ Chí Minh, Việt Nam","Thành phố Hồ Chí Minh, District 2, Việt Nam",,no refund,4.0,"['Hướng nhìn ra sông', 'Hướng nhìn ra đường chân trời thành phố']","['Máy sấy tóc', 'Sản phẩm vệ sinh', 'Dầu gội đầu', 'Dầu xả', 'Xà phòng tắm', 'Bồn cầu vệ sinh thông minh', 'Vòi sen tắm ngoài trời', 'Nước nóng', 'Sữa tắm']","['Máy giặt phí Miễn phí – Trong căn hộ', 'Tiện nghi thiết yếu', 'Móc treo quần áo', 'Bộ chăn ga gối', 'Thêm chăn gối', 'Bàn là', 'Két sắt']","['HDTV với Netflix', 'Bàn bóng bàn', 'Rạp chiếu phim']",['Cũi'],['Máy điều hòa không khí gắn trên cửa sổ'],"['Máy báo khói', 'Bình chữa cháy']","['Wi-fi', 'Không gian riêng để làm việc']","['Bếp', 'Tủ lạnh', 'Lò vi sóng', 'Đồ nấu ăn cơ bản', 'Bát đĩa và đồ bạc', 'Ly uống rượu vang', 'Nồi cơm điện', 'Đồ dùng nướng thịt ngoài trời']",,"['Sân hiên hoặc ban công chung', 'Nội thất ngoài trời', 'Khu vực ăn uống ngoài trời', 'Bếp ngoài trời', 'Bếp nướng BBQ dùng chung']","['Gian để xe miễn phí của nhà riêng, trong khuôn viên', 'Bể bơi Chung ngoài trời – có sẵn hoặc phục vụ quanh năm, mở cửa theo giờ giấc cụ thể, vô cực', 'Bồn tắm nước nóng riêng', 'Thang máy', 'Phòng thể hình chung trong tòa nhà', 'Chỗ đỗ xe có thu phí trong khuôn viên']","['Cho phép thú cưng', 'Cho phép gửi hành lý', 'Cho phép ở dài hạn', 'Tự nhận phòng', 'Bàn phím']","['Không có: Camera an ninh trong nhà', 'Không có: Máy sấy quần áo', 'Không có: Máy phát hiện khí CO', 'Không có: Hệ thống sưởi']",38.0,29,"4,89 · 19 đánh giá",0,11,"4,7","4,8","5,0","5,0","4,8","4,8",0,,,"['4 khách', '2 phòng ngủ\xa0', '2 giường', '2 phòng tắm']",4.0,2.0,2.0,2.0,4.89,19,căn hộ
263,https://www.airbnb.com.vn/rooms/642580495319145986?adults=1&category_tag=Tag%3A8678&children=0&enable_m3_private_room=true&infants=0&pets=0&photo_id=1416107762&check_in=2023-12-10&check_out=2023-12-15&source_impression_id=p3_1702187496_fD102JHBI3eP9udT&previous_page_section_name=1000,Nhà thực vật học |Phòng 2| Chủ nghĩa quân phiệt,,Nhà thực vật học |Phòng 2| Chủ nghĩa quân phiệt,"Bình Thạnh, Thành phố Hồ Chí Minh, Việt Nam",,part,2.0,['Hướng nhìn ra đường chân trời thành phố'],"['Sản phẩm vệ sinh', 'Dầu gội đầu', 'Xà phòng tắm', 'Nước nóng', 'Sữa tắm']","['Máy giặt', 'Máy sấy quần áo', 'Tiện nghi thiết yếu', 'Móc treo quần áo', 'Bộ chăn ga gối', 'Thêm chăn gối']","['Kết nối Ethernet', 'Sách và ấn phẩm để đọc']",,"['Điều hòa nhiệt độ', 'Quạt trần']",,"['Wi-fi', 'Không gian riêng để làm việc']","['Bếp', 'Tủ lạnh', 'Đồ nấu ăn cơ bản', 'Bát đĩa và đồ bạc', 'Tủ đông', 'Bếp', 'Ấm đun nước nóng', 'Nồi cơm điện', 'Bàn ăn']",,,,"['Cho phép gửi hành lý', 'Cho phép hút thuốc', 'Cho phép ở dài hạn', 'Chủ nhà chào đón bạn']","['Không có: TV', 'Không có: Máy báo khói', 'Không có: Máy phát hiện khí CO', 'Không có: Hệ thống sưởi']",15.0,11,"5,0 · 3 đánh giá",0,0,,,,,,,0,"['Khóa ở cửa phòng ngủ', 'Camera an ninh trong nhà']",,,,,,,5.0,3,phòng
264,https://www.airbnb.com.vn/rooms/38403502?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-12-10&check_out=2023-12-15&source_impression_id=p3_1702187496_sq2G9mmuVAUMjPDR&previous_page_section_name=1000,"Melosa Garden - Tận hưởng một ngôi nhà yên tĩnh, sang trọng, an toàn",8 khách ·  · 3 phòng ngủ  ·  · 3 giường ·  · 3 phòng tắm đầy đủ và 1 phòng vệ sinh cơ bản,"Toàn bộ biệt thự tại District 9, Việt Nam","District 9, Ho Chi Minh City, Việt Nam",,part,8.0,,['Dầu gội đầu'],"['Máy giặt', 'Tiện nghi thiết yếu', 'Móc treo quần áo', 'Bàn là']",['TV'],,"['Điều hòa nhiệt độ', 'Lò sưởi trong nhà']",,['Wi-fi'],"['Bếp', 'Tủ lạnh']",['Lối vào riêng'],,"['Chỗ đỗ xe miễn phí tại nơi ở', 'Hồ bơi Chung', 'Bồn tắm nước nóng chung', 'Phòng tập thể hình']",,"['Không có: Máy sấy quần áo', 'Không có: Máy báo khói', 'Không có: Máy phát hiện khí CO', 'Không có: Hệ thống sưởi', 'Không có: Nước nóng']",50.0,35,,0,0,,,,,,,0,,,"['8 khách', '3 phòng ngủ\xa0', '3 giường', '3 phòng tắm đầy đủ và 1 phòng vệ sinh cơ bản']",8.0,3.0,3.0,3.0,,,khác
265,https://www.airbnb.com.vn/rooms/872751187024636035?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-12-10&check_out=2023-12-15&source_impression_id=p3_1702187496_NEt%2BgDxVDWY%2B8JHr&previous_page_section_name=1000,Tiện nghi đầy đủ tiện nghi | Urban Retreat Studio,2 khách ·  · 1 phòng ngủ  ·  · 1 giường ·  · 1 phòng tắm,"Toàn bộ căn hộ cho thuê tại Quận 2, Việt Nam","Quận 2, Thành phố Hồ Chí Minh, Việt Nam",,part,2.0,['Hướng nhìn ra vườn'],"['Máy sấy tóc', 'Dầu gội đầu', 'Nước nóng']","['Máy giặt', 'Máy sấy quần áo', 'Tiện nghi thiết yếu', 'Móc treo quần áo', 'Bàn là']",['TV'],['Ghế ăn cho bé'],['Điều hòa nhiệt độ'],"['Camera an ninh trong nhà', 'Bình chữa cháy']","['Wi-fi', 'Không gian riêng để làm việc']","['Bếp', 'Đồ nấu ăn cơ bản']",,"['Bếp đốt lửa trại', 'Nội thất ngoài trời', 'Khu vực ăn uống ngoài trời', 'Bếp ngoài trời', 'Lò nướng BBQ']",['Chỗ đỗ xe miễn phí tại nơi ở'],"['Cho phép thú cưng', 'Cho phép gửi hành lý', 'Cho phép ở dài hạn', 'Tự nhận phòng', 'Nhân viên trực cửa']","['Không có: Máy báo khói', 'Không có: Máy phát hiện khí CO', 'Không có: Hệ thống sưởi']",39.0,0,"5,0 · 4 đánh giá",0,0,"5,0","5,0","4,8","5,0","5,0","4,5",0,,,"['2 khách', '1 phòng ngủ\xa0', '1 giường', '1 phòng tắm']",2.0,1.0,1.0,1.0,5.0,4,căn hộ
266,https://www.airbnb.com.vn/rooms/983181332156488482?adults=1&category_tag=Tag%3A8678&children=0&enable_m3_private_room=true&infants=0&pets=0&photo_id=1742153772&check_in=2023-12-17&check_out=2023-12-22&source_impression_id=p3_1702187496_LnHCir%2F3CT%2BNgmbu&previous_page_section_name=1000,"Riêng tư:phòng, phòng tắmvà lối vào",,"Riêng tư:phòng, phòng tắmvà lối vào","Quận 2, Thành phố Hồ Chí Minh, Việt Nam",,free,2.0,,,,"['Thiết bị tập thể dục', 'Bàn bi-da']",,['Điều hòa nhiệt độ'],,"['Wi-fi', 'Không gian riêng để làm việc']",['Tủ lạnh'],,"['Khu vực ăn uống ngoài trời', 'Lò nướng BBQ']","['Chỗ đỗ xe miễn phí tại nơi ở', 'Bể bơi', 'Chỗ đỗ xe có thu phí trong khuôn viên']",['Cho phép thú cưng'],"['Không có: Bếp', 'Không có: TV', 'Không có: Máy giặt', 'Không có: Máy sấy quần áo', 'Không có: Tiện nghi thiết yếu', 'Không có: Máy phát hiện khí CO', 'Không có: Hệ thống sưởi', 'Không có: Nước nóng']",,0,,0,0,,,,,,,0,"['Khóa ở cửa phòng ngủ', 'Camera an ninh trong nhà', 'Máy báo khói']",,,,,,,,,phòng
267,https://www.airbnb.com.vn/rooms/804933356071978590?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-12-10&check_out=2023-12-15&source_impression_id=p3_1702187496_cnIDtyNcomvuzjYR&previous_page_section_name=1000,Vinhomes grand park Q9_ An Trú Homestay,5 khách ·  · 2 phòng ngủ  ·  · 2 giường ·  · 2 phòng tắm,Vinhomes grand park Q9_ An Trú Homestay,"Quận 9, Thành phố Hồ Chí Minh, Việt Nam",,part,5.0,,['Máy sấy tóc'],"['Máy giặt', 'Bàn là']",['TV'],,['Điều hòa nhiệt độ'],"['Camera an ninh trong nhà', 'Máy báo khói', 'Máy phát hiện khí CO', 'Bình chữa cháy']","['Wi-fi', 'Không gian riêng để làm việc']",['Bếp'],"['Lối ra bãi biển', 'Lối ra hồ']",['Khu vực ăn uống ngoài trời'],"['Chỗ đỗ xe miễn phí tại nơi ở', 'Bể bơi', 'Chỗ đỗ xe có thu phí trong khuôn viên']","['Cho phép thú cưng', 'Cho phép hút thuốc', 'Tự nhận phòng', 'Hộp khóa']","['Không có: Máy sấy quần áo', 'Không có: Tiện nghi thiết yếu', 'Không có: Hệ thống sưởi', 'Không có: Nước nóng']",27.0,20,,0,4,,,,,,,0,,,"['5 khách', '2 phòng ngủ\xa0', '2 giường', '2 phòng tắm']",5.0,2.0,2.0,2.0,,,khác
268,https://www.airbnb.com.vn/rooms/1031309553388077953?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-12-10&check_out=2023-12-15&source_impression_id=p3_1702187496_LMUUm3GwgZ9beINI&previous_page_section_name=1000,SunriseCity Quận 7 hcmc 3 giường,6 khách ·  · 3 phòng ngủ  ·  · 3 giường ·  · 2 phòng tắm,"Toàn bộ căn hộ cho thuê tại Quận 7, Việt Nam","Quận 7, Thành phố Hồ Chí Minh, Việt Nam",,part,6.0,,,['Máy giặt'],['TV'],,['Điều hòa nhiệt độ'],,['Wi-fi'],['Bếp'],,,['Chỗ đỗ xe có thu phí trong khuôn viên'],,"['Không có: Camera an ninh trong nhà', 'Không có: Máy sấy quần áo', 'Không có: Tiện nghi thiết yếu', 'Không có: Máy báo khói', 'Không có: Máy phát hiện khí CO', 'Không có: Hệ thống sưởi', 'Không có: Nước nóng']",60.0,42,1 đánh giá,0,0,,,,,,,0,,,"['6 khách', '3 phòng ngủ\xa0', '3 giường', '2 phòng tắm']",6.0,3.0,3.0,2.0,,,căn hộ
269,https://www.airbnb.com.vn/rooms/943188583100925548?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-12-11&check_out=2023-12-16&source_impression_id=p3_1702187496_Remp%2BonVOVScJpxL&previous_page_section_name=1000,Phong Linh homestay-Nhà 1 phòng ngủ view hồ bơi,4 khách ·  · 1 phòng ngủ  ·  · 1 giường ·  · 1 phòng tắm,"Toàn bộ căn hộ cho thuê tại Long Thạnh Mỹ, Việt Nam","Long Thạnh Mỹ, Thành phố Hồ Chí Minh, Việt Nam",,free,4.0,,['Máy sấy tóc'],['Máy giặt'],['TV'],,['Điều hòa nhiệt độ'],"['Camera an ninh trong nhà', 'Máy báo khói', 'Máy phát hiện khí CO', 'Bình chữa cháy']","['Wi-fi', 'Không gian riêng để làm việc']","['Bếp', 'Đồ nấu ăn cơ bản']","['Lối ra bãi biển', 'Lối ra hồ']","['Bếp đốt lửa trại', 'Khu vực ăn uống ngoài trời', 'Lò nướng BBQ']","['Chỗ đỗ xe miễn phí tại nơi ở', 'Bể bơi', 'Chỗ đỗ xe có thu phí trong khuôn viên']","['Tự nhận phòng', 'Bàn phím']","['Không có: Máy sấy quần áo', 'Không có: Tiện nghi thiết yếu', 'Không có: Hệ thống sưởi', 'Không có: Nước nóng']",21.0,15,,0,0,,,,,,,0,,,"['4 khách', '1 phòng ngủ\xa0', '1 giường', '1 phòng tắm']",4.0,1.0,1.0,1.0,,,căn hộ
270,https://www.airbnb.com.vn/rooms/1040496159462518322?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-12-17&check_out=2023-12-22&source_impression_id=p3_1702210146_g2BlMDgnOOI7yKO3&previous_page_section_name=1000,Thư giãn tại căn hộ có Netflix/chỗ đỗ xe trong khuôn viên,2 khách ·  · 1 phòng ngủ  ·  · 1 giường ·  · 1 phòng tắm,Thư giãn tại căn hộ có Netflix/chỗ đỗ xe trong khuôn viên,,,,2.0,,,,,,,,,,,,,,,18.0,0,,0,0,,,,,,,0,,,"['2 khách', '1 phòng ngủ\xa0', '1 giường', '1 phòng tắm']",2.0,1.0,1.0,1.0,,,căn hộ
271,https://www.airbnb.com.vn/rooms/999222372551649136?adults=1&category_tag=Tag%3A8678&children=0&enable_m3_private_room=true&infants=0&pets=0&photo_id=1760444378&check_in=2023-12-10&check_out=2023-12-15&source_impression_id=p3_1702210146_V2jSbdlFA7hfN1zN&previous_page_section_name=1000,Phòng lớn Landmark 81 khu vực phòng tập thể dục thoải mái Hồ bơi A/C,2 giường ·  · Phòng vệ sinh chung,"Phòng tại Bình Thạnh, Việt Nam","Bình Thạnh, Thành phố Hồ Chí Minh, Việt Nam",,part,3.0,"['Hướng nhìn ra sông', 'Hướng nhìn ra công viên']","['Máy sấy tóc', 'Dầu gội đầu Hair care', 'Dầu xả Hair care', 'Xà phòng tắm Dove', 'Nước nóng']","['Máy giặt', 'Tiện nghi thiết yếu', 'Móc treo quần áo', 'Bộ chăn ga gối', 'Mành chắn sáng cho phòng', 'Giá phơi quần áo', 'Nơi để quần áo: tủ quần áo']","['47"" HDTV với Amazon Prime Video, Netflix', 'Thiết bị tập thể dục: máy tập toàn thân, tạ tay, máy tập đạp xe, máy chạy bộ', 'Sách và ấn phẩm để đọc', 'Rạp chiếu phim']",['Sân chơi ngoài trời'],['Điều hòa nhiệt độ'],,"['Wi-fi nhanh – 321 Mbps', 'Không gian riêng để làm việc']","['Bếp', 'Tủ lạnh', 'Lò vi sóng', 'Đồ nấu ăn cơ bản', 'Bát đĩa và đồ bạc', 'Tủ đông', 'Bếp từ', 'Ấm đun nước nóng', 'Nồi cơm điện', 'Bàn ăn']","['Ven sông/hồ/biển', 'Lối ra hồ', 'Hiệu giặt ủi tự động gần đây']","['Sân hiên hoặc ban công riêng', 'Khu vực ăn uống ngoài trời', 'Lò nướng BBQ']","['Bể bơi Chung ngoài trời – có sẵn hoặc phục vụ quanh năm, mở cửa theo giờ giấc cụ thể', 'Thang máy', 'Phòng thể hình chung trong tòa nhà', 'Chỗ đỗ xe có thu phí trong khuôn viên', 'Nhà một tầng']","['Cho phép ở dài hạn', 'Tự nhận phòng', 'Khóa thông minh']","['Không có: Máy sấy quần áo', 'Không có: Máy phát hiện khí CO', 'Không có: Hệ thống sưởi']",22.0,16,"4,60 · 5 đánh giá",0,3,"4,8","4,6","5,0","4,8","5,0","5,0",0,"['Khóa ở cửa phòng ngủ', 'Camera an ninh trong nhà', 'Máy báo khói', 'Bộ sơ cứu']",,"['2 giường', 'Phòng vệ sinh chung']",2.0,,,,4.60,5,phòng
