,url,title,bed,title2,location,badge,cancellation_policy,accommodates,amenity_Phòng tắm,amenity_Phòng ngủ và giặt ủi,amenity_Giải trí,amenity_Gia đình,amenity_Hệ thống sưởi và làm mát,amenity_An toàn nhà ở,amenity_Internet và văn phòng,amenity_Đồ dùng nấu bếp và ăn uống,amenity_Các đặc điểm về vị trí,amenity_Ngoài trời,amenity_Chỗ đỗ xe và cơ sở vật chất,amenity_Dịch vụ,amenity_Không bao gồm,price_per_night,prices_Phí vệ sinh,prices_Phí dịch vụ Airbnb,rating_Total,rating_Mức độ sạch sẽ,rating_Độ chính xác,rating_Nhận phòng,rating_Giao tiếp,rating_Vị trí,rating_Giá trị,amenity_Hướng nhìn đẹp mắt,prices_Ưu đãi đặc biệt,prices_Giảm giá cho thời gian ở dài hạn,amenity_Quyền riêng tư và an toàn,prices_Giảm giá cho khách đặt sớm
52,https://www.airbnb.com.vn/rooms/46426628?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-12-14&check_out=2023-12-19&source_impression_id=p3_1702203926_ED3REJ4zQvVB1%2BkD&previous_page_section_name=1000,Căn hộ ấm cúng 2 phòng ngủ bên cạnh Quận 1,4 khách ·  · 2 phòng ngủ  ·  · 2 giường ·  · 1 phòng tắm,"Toàn bộ căn hộ cho thuê tại Quận 5, Việt Nam","Quận 5, Thành phố Hồ Chí Minh, Việt Nam",,Đặt phòng/đặt chỗ này không được hoàn tiền.,Tối đa 4 khách,"['Máy sấy tóc', 'Sản phẩm vệ sinh', 'Dầu gội đầu', 'Nước nóng', 'Sữa tắm']","['Tiện nghi thiết yếu', 'Móc treo quần áo', 'Bộ chăn ga gối', 'Thêm chăn gối', 'Giá phơi quần áo', 'Nơi để quần áo: tủ đồ']",['TV với truyền hình cáp tiêu chuẩn'],['Chấn song cửa sổ'],"['Điều hòa nhiệt độ', 'Quạt cầm tay']",['Máy báo khói'],"['Wi-fi', 'Không gian riêng để làm việc']","['Bếp', 'Tủ lạnh Aqua', 'Đồ nấu ăn cơ bản', 'Bát đĩa và đồ bạc', 'Ấm đun nước nóng', 'Thùng rác có chức năng nén rác', 'Cà phê']",['Lối vào riêng'],['Sân hoặc ban công'],"['Thang máy', 'Bãi đỗ xe có thu phí, ngoài khuôn viên', 'Nhà để xe có thu phí, trong khuôn viên – 10 chỗ', 'Nhà một tầng']","['Tự nhận phòng', 'Hộp khóa']","['Không có: Camera an ninh trong nhà', 'Không có: Máy giặt', 'Không có: Máy sấy quần áo', 'Không có: Máy phát hiện khí CO', 'Không có: Hệ thống sưởi']",$24,$8,$18,"4,92 · 13 đánh giá","4,7","5,0","4,9","5,0","4,8","4,9",,,,,
53,https://www.airbnb.com.vn/rooms/34820949?adults=1&category_tag=Tag%3A8678&children=0&enable_m3_private_room=true&infants=0&pets=0&photo_id=820132354&check_in=2023-12-10&check_out=2023-12-15&source_impression_id=p3_1702203926_hbZ1AdZzvnRJ%2BRU1&previous_page_section_name=1000,LUAS Private Cozy Home @ Central D5 w/ Free Tour,1 giường đôi ·  · Phòng tắm khép kín,Phòng tại Việt Nam,"Ho Chi Minh City, Việt Nam",,Hoàn tiền một phần: Nhận tiền hoàn lại cho tất cả các đêm cách thời điểm bạn hủy 24 giờ trở lên. Không được hoàn tiền phí dịch vụ hoặc chi phí cho các đêm bạn đã ở.,Tối đa 2 khách,"['Máy sấy tóc', 'Dầu gội đầu', 'Nước nóng']","['Máy giặt', 'Máy sấy quần áo', 'Tiện nghi thiết yếu', 'Móc treo quần áo', 'Bộ chăn ga gối', 'Bàn là']",,,['Điều hòa nhiệt độ'],,['Wi-fi'],['Đồ nấu ăn cơ bản'],,,['Thang máy'],"['Cho phép gửi hành lý', 'Cho phép ở dài hạn', 'Tự nhận phòng', 'Bàn phím', 'Có dịch vụ dọn vệ sinh trong thời gian ở']","['Không có: Bếp', 'Không có: TV', 'Không có: Máy phát hiện khí CO', 'Không có: Hệ thống sưởi']",$17,,$12,"4,86 · 21 đánh giá","4,9","4,7","4,7","4,9","4,8","4,8",,,,"['Khóa ở cửa phòng ngủ', 'Camera an ninh trong nhà', 'Máy báo khói', 'Bình chữa cháy', 'Bộ sơ cứu']",
54,https://www.airbnb.com.vn/rooms/879959317309815514?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-12-11&check_out=2023-12-16&source_impression_id=p3_1702203927_8Pz2m1qlHM4k%2BO70&previous_page_section_name=1000,Máy chiếu + Bồn tắm + Netflix,2 khách ·  · Phòng studio ·  · 1 giường ·  · 1 phòng tắm,,"Quận 1, Thành phố Hồ Chí Minh, Việt Nam",,Đặt phòng/đặt chỗ này không được hoàn tiền.,Tối đa 2 khách,"['Bồn tắm', 'Máy sấy tóc', 'Sản phẩm vệ sinh', 'Dầu gội đầu', 'Xà phòng tắm', 'Bồn cầu vệ sinh thông minh', 'Nước nóng', 'Sữa tắm']","['Tiện nghi thiết yếu', 'Móc treo quần áo', 'Bộ chăn ga gối', 'Bàn là', 'Giá phơi quần áo', 'Nơi để quần áo']","['Kết nối Ethernet', 'TV', 'Hệ thống âm thanh']",,"['Điều hòa nhiệt độ', 'Quạt trần']",,"['Wi-fi', 'Không gian riêng để làm việc']","['Tủ đông', 'Ấm đun nước nóng']","['Lối vào riêng', 'Hiệu giặt ủi tự động gần đây']",['Sân hiên hoặc ban công riêng'],"['Chỗ đỗ xe miễn phí tại nơi ở', 'Miễn phí đỗ xe trên đường/phố', 'Bồn tắm nước nóng', 'Chỗ đỗ xe ngoài khuôn viên, có thu phí', 'Chỗ đỗ xe có thu phí trong khuôn viên']","['Cho phép gửi hành lý', 'Tự nhận phòng', 'Khóa thông minh']","['Không có: Camera an ninh trong nhà', 'Không có: Bếp', 'Không có: Máy giặt', 'Không có: Máy báo khói', 'Không có: Máy phát hiện khí CO', 'Không có: Hệ thống sưởi']",$21,$10,,"4,77 · 128 đánh giá",,,,,,,,,,,
55,https://www.airbnb.com.vn/rooms/42141493?adults=1&category_tag=Tag%3A8678&children=0&enable_m3_private_room=true&infants=0&pets=0&photo_id=1523233612&check_in=2023-12-13&check_out=2023-12-18&source_impression_id=p3_1702203927_O0CsVGtG5YqOlyLx&previous_page_section_name=1000,"Chỗ ở một phòng ngủ đáng yêu tại Quận 1, TP.HCM",1 giường ·  · Phòng tắm khép kín,"Phòng tại Quận 1, Việt Nam","Quận 1, Thành phố Hồ Chí Minh, Việt Nam",,"Hủy miễn phí trước 14:00, 12 thg 12.",Tối đa 2 khách,"['Máy sấy tóc', 'Sản phẩm vệ sinh', 'Dầu gội đầu Sunsilk', 'Dầu xả Sunsilk', 'Xà phòng tắm Lifebouy', 'Bồn cầu vệ sinh thông minh', 'Nước nóng', 'Sữa tắm']","['Máy giặt phí Đã thanh toán – Trong toà nhà', 'Máy sấy phí Đã thanh toán – Trong toà nhà', 'Tiện nghi thiết yếu', 'Móc treo quần áo', 'Bộ chăn ga gối', 'Thêm chăn gối', 'Bàn là', 'Nơi để quần áo: tủ ngăn kéo']","['Kết nối Ethernet', '42"" HDTV với Netflix, truyền hình cáp tiêu chuẩn', 'Sách và ấn phẩm để đọc']","['Ghế ăn cho bé', 'Đề xuất người trông trẻ']","['Máy điều hòa không khí gắn trên cửa sổ', 'Quạt trần', 'Hệ thống sưởi']",,"['Wi-fi', 'Không gian riêng để làm việc']","['Bếp', 'Đồ nấu ăn cơ bản', 'Bát đĩa và đồ bạc', 'Tủ lạnh mini', 'Ấm đun nước nóng']",['Hiệu giặt ủi tự động gần đây'],['Sân hiên hoặc ban công chung'],"['Chỗ đỗ xe miễn phí tại nơi ở', 'Thang máy', 'Thiết bị sạc xe điện', 'Chỗ đỗ xe có thu phí trên đường, ngoài khuôn viên', 'Nhà để xe có thu phí, trong khuôn viên – 1 chỗ']","['Cho phép thú cưng', 'Cho phép gửi hành lý', 'Cho phép ở dài hạn', 'Tự nhận phòng', 'Nhân viên trực cửa', 'Có dịch vụ dọn vệ sinh trong thời gian ở']",,$20,$5,$15,"4,86 · 29 đánh giá","4,7","4,8","4,9","4,9","4,8","4,8",['Hướng nhìn ra đường chân trời thành phố'],,,"['Khóa ở cửa phòng ngủ', 'Camera an ninh trong nhà', 'Máy báo khói', 'Máy phát hiện khí CO', 'Bình chữa cháy', 'Bộ sơ cứu']",
56,https://www.airbnb.com.vn/rooms/40293828?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-12-15&check_out=2023-12-20&source_impression_id=p3_1702203927_n9hYoGX4XgOCtmhL&previous_page_section_name=1000,LUAS Cosy Home - The Luxurious Chinatown Hideaway,3 khách ·  · 1 phòng ngủ  ·  · 1 giường ·  · 1 phòng tắm riêng,"Phòng riêng tại nhà tại Quận 5, Việt Nam","Quận 5, Hồ Chí Minh, Việt Nam","Được khách
yêu thích",Đặt phòng/đặt chỗ này không được hoàn tiền.,Tối đa 3 khách,"['Máy sấy tóc', 'Dầu gội đầu']","['Tiện nghi thiết yếu', 'Bàn là']",,,['Điều hòa nhiệt độ'],"['Camera an ninh trong nhà', 'Máy báo khói', 'Bình chữa cháy', 'Bộ sơ cứu']",['Wi-fi'],"['Bếp', 'Đồ nấu ăn cơ bản']",,,"['Chỗ đỗ xe miễn phí tại nơi ở', 'Thang máy', 'Phòng khách riêng']",,"['Không có: TV', 'Không có: Máy giặt', 'Không có: Máy sấy quần áo', 'Không có: Máy phát hiện khí CO', 'Không có: Hệ thống sưởi', 'Không có: Nước nóng']",$24,,$17,,,,,,,,,,,,
57,https://www.airbnb.com.vn/rooms/954004163324004866?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-12-10&check_out=2023-12-15&source_impression_id=p3_1702203927_HklDjwBlu6lm3B2y&previous_page_section_name=1000,"Căn hộ nội thất cao cấp 2 phòng ngủ, đầy đủ tiện nghi",4 khách ·  · 2 phòng ngủ  ·  · 2 giường ·  · 2 phòng tắm,,"Quận 5, Thành phố Hồ Chí Minh, Việt Nam",,Đặt phòng/đặt chỗ này không được hoàn tiền.,Tối đa 4 khách,"['Máy sấy tóc', 'Sản phẩm vệ sinh', 'Dầu gội đầu', 'Xà phòng tắm', 'Vòi sen tắm ngoài trời', 'Nước nóng', 'Sữa tắm']","['Máy giặt phí Miễn phí – Trong căn hộ', 'Máy sấy phí Miễn phí – Trong căn hộ', 'Tiện nghi thiết yếu', 'Móc treo quần áo', 'Bộ chăn ga gối', 'Mành chắn sáng cho phòng', 'Bàn là', 'Giá phơi quần áo', 'Nơi để quần áo: tủ quần áo']","['50"" HDTV']",['Sân chơi ngoài trời'],"['Điều hòa nhiệt độ', 'Hệ thống sưởi']","['Máy báo khói', 'Máy phát hiện khí CO', 'Bình chữa cháy', 'Bộ sơ cứu']","['Wi-fi – tốc độ 34 Mbps', 'Không gian riêng để làm việc']","['Bếp', 'Tủ lạnh Daikin', 'Lò vi sóng', 'Bát đĩa và đồ bạc', 'Bếp điện hiệu Teka bằng thép không gỉ', 'Ấm đun nước nóng', 'Bàn ăn']","['Lối vào riêng', 'Hiệu giặt ủi tự động gần đây']","['Sân hiên hoặc ban công riêng', 'Sân sau chung – Chưa được rào kín', 'Khu vực ăn uống ngoài trời', 'Nhà bếp ngoài trời có bồn rửa, lò nướng', 'Bếp nướng BBQ dùng chung: than củi, đốt củi', 'Ghế tắm nắng']","['Bể bơi Chung ngoài trời – có sẵn hoặc phục vụ quanh năm, mở cửa theo giờ giấc cụ thể, hồ bơi tiêu chuẩn, nước nóng, vô cực', 'Thang máy', 'Thiết bị sạc xe điện', 'Phòng thể hình chung trong tòa nhà', 'Chỗ đỗ xe có thu phí trên đường, ngoài khuôn viên', 'Chỗ đỗ xe có thu phí trong khuôn viên', 'Nhà một tầng']","['Cho phép hút thuốc', 'Cho phép ở dài hạn', 'Tự nhận phòng', 'Bàn phím', 'Có dịch vụ dọn vệ sinh trong thời gian ở']",['Không có: Camera an ninh trong nhà'],$70,$10,$51,"5,0 · 3 đánh giá",,,,,,,['Hướng nhìn ra đường chân trời thành phố'],,,,
58,https://www.airbnb.com.vn/rooms/841750375163119138?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-12-10&check_out=2023-12-15&source_impression_id=p3_1702203927_KjxtEd8GCoiIL76T&previous_page_section_name=1000,Giường đôi có Wi-Fi + Phòng tắm,2 khách ·  · 1 phòng ngủ  ·  · 1 giường ·  · 1 phòng tắm,"Phòng riêng tại căn hộ cho thuê tại Quận 1, Việt Nam","Quận 1, Thành phố Hồ Chí Minh, Việt Nam",,,,"['Máy sấy tóc', 'Sản phẩm vệ sinh', 'Dầu gội đầu', 'Dầu xả', 'Xà phòng tắm', 'Bồn cầu vệ sinh thông minh', 'Nước nóng', 'Sữa tắm']","['Máy giặt', 'Máy sấy quần áo', 'Tiện nghi thiết yếu', 'Móc treo quần áo', 'Bộ chăn ga gối', 'Thêm chăn gối', 'Bàn là', 'Nơi để quần áo']","['Kết nối Ethernet', 'TV với truyền hình cáp tiêu chuẩn', 'Thiết bị tập thể dục', 'Sách và ấn phẩm để đọc']","['Ghế ăn cho bé', 'Đề xuất người trông trẻ']","['Điều hòa nhiệt độ', 'Quạt trần', 'Hệ thống sưởi']","['Camera an ninh trong nhà', 'Máy báo khói', 'Máy phát hiện khí CO', 'Bình chữa cháy', 'Bộ sơ cứu']","['Wi-fi', 'Không gian riêng để làm việc']","['Bếp', 'Tủ lạnh', 'Đồ nấu ăn cơ bản', 'Bát đĩa và đồ bạc', 'Tủ lạnh mini', 'Ấm đun nước nóng']",['Hiệu giặt ủi tự động gần đây'],['Sân hiên hoặc ban công chung'],"['Chỗ đỗ xe miễn phí tại nơi ở', 'Thang máy', 'Thiết bị sạc xe điện', 'Chỗ đỗ xe ngoài khuôn viên, có thu phí', 'Chỗ đỗ xe có thu phí trong khuôn viên']","['Cho phép thú cưng', 'Cho phép gửi hành lý', 'Cho phép ở dài hạn', 'Tự nhận phòng', 'Nhân viên trực cửa', 'Có dịch vụ dọn vệ sinh trong thời gian ở']",,$20,$4,$15,"4,53 · 15 đánh giá","4,7","4,6","4,7","4,9","4,9","4,5",['Hướng nhìn ra đường chân trời thành phố'],,,,
59,https://www.airbnb.com.vn/rooms/774388211430321952?adults=1&category_tag=Tag%3A8678&children=0&enable_m3_private_room=true&infants=0&pets=0&photo_id=1539426623&check_in=2023-12-17&check_out=2023-12-22&source_impression_id=p3_1702203927_XFI89h9yVIHciUQJ&previous_page_section_name=1000,"201 Phòng xinh, sạch sẽ, có ban công yên tĩnh",,,,,,,"['Máy sấy tóc', 'Sản phẩm vệ sinh', 'Dầu gội đầu', 'Dầu xả', 'Xà phòng tắm', 'Vòi sen tắm ngoài trời', 'Nước nóng', 'Sữa tắm']","['Máy giặt', 'Tiện nghi thiết yếu', 'Móc treo quần áo', 'Bộ chăn ga gối', 'Thêm chăn gối', 'Bàn là', 'Giá phơi quần áo']",['TV'],,['Điều hòa nhiệt độ'],,"['Wi-fi', 'Không gian riêng để làm việc']","['Bếp', 'Tủ lạnh', 'Lò vi sóng', 'Đồ nấu ăn cơ bản', 'Bát đĩa và đồ bạc', 'Tủ lạnh mini', 'Bếp điện', 'Ấm đun nước nóng', 'Ly uống rượu vang', 'Máy nướng bánh mỳ', 'Nồi cơm điện', 'Bàn ăn', 'Cà phê']",,"['Sân hoặc ban công', 'Nội thất ngoài trời', 'Khu vực ăn uống ngoài trời']",['Chỗ đỗ xe miễn phí tại nơi ở'],"['Cho phép gửi hành lý', 'Cho phép hút thuốc', 'Cho phép ở dài hạn', 'Tự nhận phòng', 'Hộp khóa', 'Có dịch vụ dọn vệ sinh trong thời gian ở']","['Không có: Máy sấy quần áo', 'Không có: Máy báo khói', 'Không có: Máy phát hiện khí CO', 'Không có: Hệ thống sưởi']",$20,,$14,"4,93 · 70 đánh giá",,,,,,,['Hướng nhìn ra đường chân trời thành phố'],,,"['Khóa ở cửa phòng ngủ', 'Camera an ninh trong nhà', 'Bình chữa cháy', 'Bộ sơ cứu']",
60,https://www.airbnb.com.vn/rooms/20891738?adults=1&category_tag=Tag%3A8678&children=0&enable_m3_private_room=true&infants=0&pets=0&photo_id=553907292&check_in=2023-12-11&check_out=2023-12-16&source_impression_id=p3_1702203927_%2BnT%2By8vg9%2FfAo5Gu&previous_page_section_name=1000,Sống cùng gia đình bản xứ 37 AD,,,"Quận 5, Hồ Chí Minh, Việt Nam",,Bạn được hoàn tiền một phần nếu hủy trước khi nhận phòng lúc 11 thg 12.,Tối đa 3 khách,"['Máy sấy tóc', 'Sản phẩm vệ sinh', 'Dầu gội đầu', 'Nước nóng']","['Máy giặt – Trong tòa nhà', 'Tiện nghi thiết yếu', 'Móc treo quần áo', 'Bộ chăn ga gối', 'Thêm chăn gối']",['TV với truyền hình cáp tiêu chuẩn'],,"['Điều hòa nhiệt độ', 'Quạt cầm tay']",,['Wi-fi'],"['Bếp', 'Tủ lạnh', 'Đồ nấu ăn cơ bản', 'Bát đĩa và đồ bạc', 'Tủ lạnh mini', 'Bếp']",,['Sân hoặc ban công'],,"['Cho phép gửi hành lý', 'Cho phép ở dài hạn', 'Chủ nhà chào đón bạn']","['Không có: Máy sấy quần áo', 'Không có: Máy phát hiện khí CO', 'Không có: Hệ thống sưởi']",$15,,$10,"4,93 · 41 đánh giá",,,,,,,,,,"['Khóa ở cửa phòng ngủ', 'Máy báo khói', 'Bình chữa cháy', 'Bộ sơ cứu']",
61,https://www.airbnb.com.vn/rooms/1039101587476573729?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-12-10&check_out=2023-12-15&source_impression_id=p3_1702203927_adznpCmLOKYYPDoL&previous_page_section_name=1000,Đặt sớm cho Big Promo_D5 APT,2 khách ·  · Phòng studio ·  · 1 giường ·  · 1 phòng tắm,"Toàn bộ căn hộ cho thuê tại Quận 5, Việt Nam","Quận 5, Thành phố Hồ Chí Minh, Việt Nam",,Hoàn tiền một phần: Nhận tiền hoàn lại cho tất cả các đêm cách thời điểm bạn hủy 24 giờ trở lên. Không được hoàn tiền phí dịch vụ hoặc chi phí cho các đêm bạn đã ở.,Tối đa 2 khách,,['Máy giặt'],['TV'],,['Điều hòa nhiệt độ'],"['Camera an ninh trong nhà', 'Máy báo khói', 'Bình chữa cháy', 'Bộ sơ cứu']","['Wi-fi', 'Không gian riêng để làm việc']",['Bếp'],,['Khu vực ăn uống ngoài trời'],"['Chỗ đỗ xe miễn phí tại nơi ở', 'Chỗ đỗ xe có thu phí trong khuôn viên']",['Cho phép hút thuốc'],"['Không có: Máy sấy quần áo', 'Không có: Tiện nghi thiết yếu', 'Không có: Máy phát hiện khí CO', 'Không có: Hệ thống sưởi', 'Không có: Nước nóng']",$27,,$19,,,,,,,,,,,,
62,https://www.airbnb.com.vn/rooms/951320442528121434?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2024-01-02&check_out=2024-01-07&source_impression_id=p3_1702203927_2VZvIHMYH9EwrGLp&previous_page_section_name=1000,Căn hộ 2 phòng ngủ hiện đại và quyến rũ * Hồ bơi ở Quận 5,5 khách ·  · 2 phòng ngủ  ·  · 2 giường ·  · 2 phòng tắm,"Toàn bộ căn hộ chung cư cao cấp tại Quận 5, Việt Nam","Quận 5, Thành phố Hồ Chí Minh, Việt Nam",,Hủy miễn phí trước 28 thg 12.,Tối đa 5 khách,"['Máy sấy tóc', 'Sản phẩm vệ sinh', 'Dầu gội đầu', 'Bồn cầu vệ sinh thông minh', 'Nước nóng', 'Sữa tắm']","['Máy giặt', 'Tiện nghi thiết yếu', 'Móc treo quần áo', 'Bộ chăn ga gối', 'Thêm chăn gối', 'Mành chắn sáng cho phòng', 'Bàn là', 'Giá phơi quần áo', 'Nơi để quần áo: tủ quần áo và tủ ngăn kéo']",['TV'],,['Hệ thống điều hòa trung tâm'],"['Máy báo khói', 'Bình chữa cháy']",['Wi-fi'],"['Bếp', 'Tủ lạnh', 'Lò vi sóng', 'Đồ nấu ăn cơ bản', 'Bát đĩa và đồ bạc', 'Bếp', 'Lò nướng bằng thép không gỉ', 'Ấm đun nước nóng', 'Máy nướng bánh mỳ', 'Khay nướng bánh', 'Bàn ăn', 'Cà phê']",,['Sân hiên hoặc ban công riêng'],"['Bể bơi Chung trong nhà – có sẵn hoặc phục vụ quanh năm, mở cửa theo giờ giấc cụ thể, nước nóng, vô cực', 'Thang máy', 'Phòng thể hình chung trong tòa nhà', 'Bãi đỗ xe có thu phí, ngoài khuôn viên', 'Chỗ đỗ xe có thu phí trong khuôn viên']","['Cho phép ở dài hạn', 'Tự nhận phòng', 'Bàn phím', 'Có dịch vụ dọn vệ sinh trong thời gian ở']","['Không có: Camera an ninh trong nhà', 'Không có: Máy sấy quần áo', 'Không có: Máy phát hiện khí CO', 'Không có: Hệ thống sưởi']",$64,,$45,"5,0 · 4 đánh giá","4,8","5,0","5,0","5,0","4,8","4,8",['Hướng nhìn ra hồ bơi'],,,,
63,https://www.airbnb.com.vn/rooms/1025837215291688153?adults=1&category_tag=Tag%3A8678&children=0&enable_m3_private_room=true&infants=0&pets=0&photo_id=1781408031&check_in=2023-12-11&check_out=2023-12-16&source_impression_id=p3_1702203927_SkMRTPUtAYH2suTC&previous_page_section_name=1000,Tropical House D5 (Garden Rooftop),,,"Quận 5, Thành phố Hồ Chí Minh, Việt Nam",,Đặt phòng/đặt chỗ này không được hoàn tiền.,Tối đa 2 khách,,"['Máy giặt', 'Máy sấy quần áo']","['Đàn piano', 'Thiết bị tập thể dục']","['Bộ dụng cụ ăn uống cho trẻ em', 'Các trò chơi với bảng/bàn cờ']",['Điều hòa nhiệt độ'],,"['Wi-fi', 'Không gian riêng để làm việc']","['Bếp', 'Tủ lạnh', 'Bát đĩa và đồ bạc']",,"['Sân sau', 'Khu vực ăn uống ngoài trời', 'Lò nướng BBQ']",,"['Cho phép thú cưng', 'Cho phép hút thuốc', 'Tự nhận phòng', 'Bàn phím']","['Không có: TV', 'Không có: Tiện nghi thiết yếu', 'Không có: Máy báo khói', 'Không có: Máy phát hiện khí CO', 'Không có: Hệ thống sưởi', 'Không có: Nước nóng']",$20,,$14,1 đánh giá,,,,,,,,,,"['Khóa ở cửa phòng ngủ', 'Camera an ninh trong nhà', 'Bộ sơ cứu']",
64,https://www.airbnb.com.vn/rooms/790263858980791669?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-12-13&check_out=2023-12-18&source_impression_id=p3_1702203927_q7i2EFu6hmNqUsKz&previous_page_section_name=1000,Căn hộ Lucky Palace Quận 6,2 khách ·  · 1 phòng ngủ  ·  · 1 giường ·  · 2 phòng tắm đầy đủ và 1 phòng vệ sinh cơ bản,"Toàn bộ căn hộ cho thuê tại Quận 6, Việt Nam","Quận 6, Thành phố Hồ Chí Minh, Việt Nam",,"Hủy miễn phí trước 14:00, 12 thg 12.",Tối đa 2 khách,"['Máy sấy tóc', 'Nước nóng']","['Máy giặt phí Miễn phí – Trong căn hộ', 'Tiện nghi thiết yếu', 'Móc treo quần áo', 'Bộ chăn ga gối', 'Mành chắn sáng cho phòng', 'Giá phơi quần áo', 'Nơi để quần áo: tủ quần áo']","['Kết nối Ethernet', '75"" HDTV với Netflix', 'Thiết bị tập thể dục']",,"['Hệ thống điều hòa trung tâm', 'Quạt trần']","['Máy báo khói', 'Máy phát hiện khí CO', 'Bình chữa cháy']","['Wi-fi', 'Không gian riêng để làm việc']","['Bếp', 'Tủ lạnh Panasonic', 'Lò vi sóng', 'Đồ nấu ăn cơ bản', 'Bát đĩa và đồ bạc', 'Bếp từ Bosch', 'Ấm đun nước nóng', 'Ly uống rượu vang', 'Bàn ăn']",['Lối vào khu nghỉ dưỡng'],"['Sân hiên hoặc ban công riêng', 'Khu vực ăn uống ngoài trời']","['Bể bơi Chung trong nhà – có sẵn hoặc phục vụ quanh năm, mở cửa theo giờ giấc cụ thể', 'Thang máy', 'Phòng thể hình chung trong tòa nhà', 'Chỗ đỗ xe có thu phí trong khuôn viên']","['Cho phép gửi hành lý', 'Cho phép ở dài hạn', 'Tự nhận phòng', 'Hộp khóa', 'Có dịch vụ dọn vệ sinh trong thời gian ở', 'Chủ nhà chào đón bạn']","['Không có: Camera an ninh trong nhà', 'Không có: Máy sấy quần áo', 'Không có: Hệ thống sưởi']",$60,$6,$43,"4,77 · 35 đánh giá","4,7","4,9","4,9","4,9","4,7","4,7",['Hướng nhìn ra đường chân trời thành phố'],,,,
65,https://www.airbnb.com.vn/rooms/34820949?adults=1&category_tag=Tag%3A8678&children=0&enable_m3_private_room=true&infants=0&pets=0&photo_id=820132354&check_in=2023-12-10&check_out=2023-12-15&source_impression_id=p3_1702203927_a4uCXJ7IxkrxN7cW&previous_page_section_name=1000,LUAS Private Cozy Home @ Central D5 w/ Free Tour,1 giường đôi ·  · Phòng tắm khép kín,Phòng tại Việt Nam,"Ho Chi Minh City, Việt Nam",,Hoàn tiền một phần: Nhận tiền hoàn lại cho tất cả các đêm cách thời điểm bạn hủy 24 giờ trở lên. Không được hoàn tiền phí dịch vụ hoặc chi phí cho các đêm bạn đã ở.,Tối đa 2 khách,,,,,,,,,,,,,,$17,,$12,"4,86 · 21 đánh giá","4,9","4,7","4,7","4,9","4,8","4,8",,,,,
66,https://www.airbnb.com.vn/rooms/947533869035815944?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-12-10&check_out=2023-12-15&source_impression_id=p3_1702203927_zmQYIf3qoR3SaeC9&previous_page_section_name=1000,Phòng nhỏ bên cạnh bệnh viện Cho ray,2 khách ·  · 1 phòng ngủ  ·  · 1 giường ·  · 2 phòng tắm,"Phòng riêng tại căn hộ cho thuê tại Quận 11, Việt Nam","Quận 11, Thành phố Hồ Chí Minh, Việt Nam",,Hoàn tiền một phần: Nhận tiền hoàn lại cho tất cả các đêm cách thời điểm bạn hủy 24 giờ trở lên. Không được hoàn tiền phí dịch vụ hoặc chi phí cho các đêm bạn đã ở.,Tối đa 2 khách,"['Máy sấy tóc', 'Sản phẩm vệ sinh', 'Dầu gội đầu', 'Dầu xả', 'Xà phòng tắm', 'Sữa tắm']","['Máy giặt', 'Tiện nghi thiết yếu', 'Móc treo quần áo', 'Bộ chăn ga gối', 'Thêm chăn gối', 'Bàn là', 'Giá phơi quần áo', 'Màn chống muỗi', 'Nơi để quần áo']",['TV'],['Chấn song cửa sổ'],['Điều hòa nhiệt độ'],"['Camera an ninh trong nhà', 'Máy báo khói', 'Máy phát hiện khí CO', 'Bình chữa cháy']","['Wi-fi', 'Không gian riêng để làm việc']","['Bếp', 'Đồ nấu ăn cơ bản', 'Bát đĩa và đồ bạc', 'Tủ lạnh mini', 'Bếp', 'Ấm đun nước nóng', 'Bàn ăn', 'Cà phê']","['Lối vào riêng', 'Hiệu giặt ủi tự động gần đây']",,['Chỗ đỗ xe miễn phí tại nơi ở'],"['Cho phép thú cưng', 'Tự nhận phòng', 'Hộp khóa']","['Không có: Máy sấy quần áo', 'Không có: Hệ thống sưởi', 'Không có: Nước nóng']",$10,,$7,"5,0 · 3 đánh giá","5,0","5,0","5,0","5,0","5,0","5,0",,,,,
